Route_ID,Origin,Destination,Distance_km,Traffic_Level,Fuel_Consumption_L,Transportation_Cost,Delivery_Time_Min,On_Time_Delivery,Vehicle_Type,Weather_Condition,Road_Condition,Real_Time_Adjustment
R4114,Warehouse_D,City_Z,233.21,Medium,39.25,4830.35,173.93,Yes,Bike,Clear,Poor,Yes
R4115,Warehouse_D,City_Y,166.32,Low,37.27,1525.67,314.29,Yes,Bike,Snowy,Average,Yes
R4116,Warehouse_C,City_X,240.45,Low,47.47,1154.61,61.15,Yes,EV,Snowy,Average,No
R4117,Warehouse_A,City_X,303.39,Low,29.05,1093.73,751.12,No,Bike,Snowy,Poor,No
R4118,Warehouse_C,City_W,493.07,Low,19.64,2816.06,280.95,Yes,Van,Snowy,Good,Yes
R4119,Warehouse_B,City_Y,469.19,High,56.55,4751.45,150.51,Yes,Truck,Clear,Poor,No
R4120,Warehouse_D,City_X,431.77,Low,84.59,3063.02,708.16,No,Truck,Clear,Average,Yes
R4121,Warehouse_D,City_Y,445.12,Medium,16.98,1551.45,847.64,Yes,Bike,Rainy,Good,Yes
R4122,Warehouse_C,City_X,236.59,Low,5.21,3210.92,49.28,Yes,Truck,Clear,Good,No
R4123,Warehouse_D,City_Z,330.43,Medium,26.19,3142.97,256.59,Yes,Van,Rainy,Good,Yes
R4124,Warehouse_B,City_X,448.06,Low,98.01,3004.78,946.88,Yes,EV,Snowy,Good,No
R4125,Warehouse_D,City_W,199.51,Medium,83.22,839.16,403.7,Yes,EV,Rainy,Average,No
R4126,Warehouse_C,City_Z,481.07,Medium,60.39,3191.11,940.43,Yes,Bike,Rainy,Poor,Yes
R4127,Warehouse_B,City_W,210.81,Medium,93.07,2179.31,295.99,No,Bike,Clear,Poor,No
R4128,Warehouse_C,City_Z,302.54,Low,45.64,142.03,241.53,Yes,Bike,Rainy,Good,Yes
R4129,Warehouse_D,City_Y,356.35,Medium,98.36,2721.83,237.69,Yes,EV,Snowy,Good,Yes
R4130,Warehouse_C,City_W,475.54,Low,31.04,4946.87,112.67,Yes,Bike,Clear,Poor,No
R4131,Warehouse_C,City_X,126.09,Low,25.55,1781.21,899.54,Yes,Truck,Clear,Good,No
R4132,Warehouse_A,City_Y,374.33,Medium,64.53,4829.52,980.44,Yes,EV,Clear,Poor,Yes
R4133,Warehouse_D,City_X,262.8,Medium,39.06,526.22,955.87,Yes,Van,Foggy,Poor,No
R4134,Warehouse_D,City_Z,137.94,Medium,63.38,3675.63,856.47,No,Bike,Snowy,Good,No
R4135,Warehouse_C,City_Z,389.42,Medium,31.89,615.93,851.48,Yes,EV,Rainy,Poor,Yes
R4136,Warehouse_A,City_X,278.35,Low,62.56,1404.18,671.25,Yes,Bike,Foggy,Poor,No
R4137,Warehouse_D,City_X,332.18,Low,29.02,2875.66,831.43,Yes,EV,Clear,Poor,Yes
R4138,Warehouse_B,City_Y,164.84,Low,7.0,2984.26,232.09,Yes,EV,Foggy,Good,Yes
R4139,Warehouse_C,City_X,243.23,Medium,91.39,3887.3,406.28,Yes,EV,Foggy,Average,No
R4140,Warehouse_D,City_W,310.59,Medium,88.55,3095.79,651.61,Yes,Van,Rainy,Average,Yes
R4141,Warehouse_B,City_W,205.43,Low,97.14,2988.39,878.53,Yes,EV,Snowy,Average,No
R4142,Warehouse_D,City_X,103.19,Medium,72.22,4566.15,670.66,Yes,Truck,Foggy,Average,Yes
R4143,Warehouse_B,City_W,481.01,Medium,68.91,2288.2,843.85,Yes,Bike,Snowy,Average,Yes
R4144,Warehouse_C,City_X,258.18,Medium,56.78,1165.07,489.73,Yes,Bike,Snowy,Good,No
R4145,Warehouse_D,City_Y,368.29,Medium,14.34,850.85,725.78,Yes,Bike,Clear,Good,Yes
R4146,Warehouse_D,City_W,208.47,Medium,20.55,2029.97,980.58,Yes,EV,Clear,Average,Yes
R4147,Warehouse_A,City_W,180.79,Medium,30.37,3578.13,178.88,No,Bike,Rainy,Average,No
R4148,Warehouse_C,City_X,206.55,Low,89.24,260.59,929.11,No,Truck,Rainy,Poor,No
R4149,Warehouse_B,City_W,207.55,Low,18.95,688.81,536.69,No,Truck,Foggy,Poor,Yes
R4150,Warehouse_D,City_Z,274.37,Low,92.44,575.26,653.92,Yes,Truck,Clear,Poor,Yes
R4151,Warehouse_D,City_Y,274.02,Medium,53.23,2946.99,881.53,Yes,Van,Snowy,Average,Yes
R4152,Warehouse_B,City_Y,251.09,High,72.13,1252.18,427.36,Yes,Truck,Snowy,Average,No
R4153,Warehouse_C,City_W,71.72,Medium,12.8,872.98,436.13,No,Truck,Foggy,Good,Yes
R4154,Warehouse_A,City_W,250.56,Low,28.37,2984.22,541.37,Yes,Bike,Clear,Poor,Yes
R4155,Warehouse_A,City_Z,88.71,Medium,95.93,3818.48,48.53,Yes,EV,Rainy,Poor,No
R4156,Warehouse_D,City_Z,67.44,High,28.08,1694.17,511.77,Yes,Bike,Foggy,Good,Yes
R4157,Warehouse_B,City_W,466.66,High,31.06,2912.11,312.35,Yes,Van,Snowy,Good,Yes
R4158,Warehouse_D,City_W,304.45,Medium,21.36,535.72,930.12,Yes,Van,Clear,Good,Yes
R4159,Warehouse_B,City_Z,331.45,High,14.65,4679.2,115.1,Yes,Van,Rainy,Poor,No
R4160,Warehouse_A,City_X,203.89,Low,24.86,1717.64,475.54,Yes,Truck,Rainy,Good,Yes
R4161,Warehouse_C,City_Z,454.95,Low,64.95,4987.65,949.04,No,Truck,Snowy,Average,Yes
R4162,Warehouse_B,City_X,320.78,Low,46.63,4894.01,904.0,No,Truck,Snowy,Average,No
R4163,Warehouse_A,City_Y,385.74,Medium,56.27,3905.18,710.31,Yes,EV,Snowy,Average,No
R4164,Warehouse_D,City_Y,187.44,Low,13.99,149.33,601.68,Yes,Bike,Snowy,Good,Yes
R4165,Warehouse_B,City_Z,480.21,Medium,80.61,2740.2,302.31,Yes,Truck,Rainy,Poor,Yes
R4166,Warehouse_C,City_X,411.13,Medium,78.84,479.84,385.95,Yes,Van,Clear,Poor,Yes
R4167,Warehouse_D,City_Z,427.7,Low,4.12,4480.93,117.43,Yes,EV,Rainy,Good,Yes
R4168,Warehouse_D,City_Z,90.24,High,39.58,3958.7,792.53,Yes,EV,Snowy,Good,Yes
R4169,Warehouse_A,City_X,139.13,Low,8.74,4863.08,344.15,Yes,Van,Clear,Poor,Yes
R4170,Warehouse_B,City_Z,146.39,Low,79.63,3061.5,677.75,Yes,Truck,Rainy,Average,No
R4171,Warehouse_D,City_Y,139.1,Medium,74.25,2634.76,376.87,Yes,EV,Clear,Average,Yes
R4172,Warehouse_C,City_W,428.43,Low,90.39,2618.92,480.4,Yes,Van,Rainy,Poor,Yes
R4173,Warehouse_B,City_W,20.78,Medium,25.17,1962.92,568.35,Yes,Truck,Clear,Good,Yes
R4174,Warehouse_C,City_Z,42.67,High,46.72,2370.02,807.8,Yes,EV,Rainy,Average,No
R4175,Warehouse_D,City_X,140.59,High,20.08,3195.29,234.82,Yes,EV,Rainy,Average,Yes
R4176,Warehouse_C,City_X,103.94,High,38.38,4668.09,416.8,Yes,Bike,Foggy,Average,No
R4177,Warehouse_A,City_Y,119.77,Low,53.18,2999.63,156.18,Yes,Bike,Snowy,Good,Yes
R4178,Warehouse_C,City_X,399.98,Medium,7.23,4292.72,103.49,Yes,EV,Foggy,Good,No
R4179,Warehouse_B,City_X,283.75,Low,72.06,4320.76,616.53,Yes,EV,Rainy,Average,Yes
R4180,Warehouse_C,City_Y,7.86,Low,55.24,2618.22,213.42,Yes,EV,Snowy,Good,Yes
R4181,Warehouse_C,City_Z,217.51,Low,83.24,1769.97,88.01,Yes,Bike,Rainy,Poor,No
R4182,Warehouse_A,City_W,206.9,Low,28.63,3215.89,900.18,Yes,Truck,Foggy,Good,Yes
R4183,Warehouse_C,City_Y,61.4,High,90.53,2257.09,548.28,Yes,Bike,Clear,Poor,Yes
R4184,Warehouse_C,City_Z,339.69,Low,99.87,453.13,160.59,Yes,Van,Clear,Average,Yes
R4185,Warehouse_D,City_Y,352.54,Medium,92.09,1920.16,81.82,Yes,EV,Snowy,Average,Yes
R4186,Warehouse_D,City_Z,361.84,Medium,78.23,4970.66,146.26,No,Van,Foggy,Poor,No
R4187,Warehouse_B,City_Y,365.59,Medium,81.61,290.13,487.2,Yes,Van,Foggy,Average,Yes
R4188,Warehouse_D,City_Z,5.03,High,58.23,3498.5,678.41,No,Van,Rainy,Average,Yes
R4189,Warehouse_D,City_Y,477.19,Low,20.64,4213.88,652.04,Yes,Bike,Snowy,Average,Yes
R4190,Warehouse_D,City_Z,408.03,Medium,68.35,3261.19,170.09,Yes,Bike,Clear,Good,Yes
R4191,Warehouse_D,City_Y,452.47,Medium,71.85,2870.25,644.48,Yes,Truck,Foggy,Good,Yes
R4192,Warehouse_A,City_W,12.74,Low,98.57,3552.39,422.72,No,Van,Rainy,Poor,Yes
R4193,Warehouse_D,City_W,467.26,Medium,55.05,2175.25,480.8,Yes,Van,Snowy,Poor,Yes
R4194,Warehouse_A,City_X,405.85,High,28.59,502.24,807.39,Yes,Bike,Foggy,Good,No
R4195,Warehouse_A,City_Z,419.42,Low,69.0,4813.74,352.52,Yes,Van,Foggy,Average,Yes
R4196,Warehouse_D,City_Y,51.18,Low,97.98,2189.89,172.59,No,Bike,Clear,Good,No
R4197,Warehouse_C,City_Z,370.7,Low,19.37,3343.68,877.25,Yes,EV,Foggy,Average,No
R4198,Warehouse_A,City_W,480.16,Medium,33.95,2679.99,235.77,No,EV,Clear,Poor,Yes
R4199,Warehouse_C,City_Z,340.88,Medium,55.1,320.63,315.21,Yes,Van,Foggy,Poor,Yes
R4200,Warehouse_C,City_Y,287.43,Medium,18.68,4766.1,715.39,Yes,Truck,Rainy,Poor,Yes
R4201,Warehouse_D,City_Z,473.09,Medium,4.18,3973.06,693.04,Yes,Bike,Rainy,Good,Yes
R4202,Warehouse_B,City_Y,224.25,High,35.02,788.03,806.39,Yes,EV,Rainy,Good,No
R4203,Warehouse_D,City_W,301.65,Medium,86.81,4909.16,208.35,No,EV,Snowy,Average,No
R4204,Warehouse_B,City_W,240.79,High,6.26,3697.66,371.71,Yes,Van,Snowy,Poor,Yes
R4205,Warehouse_B,City_W,466.76,High,44.04,2387.99,152.11,No,Bike,Rainy,Average,Yes
R4206,Warehouse_D,City_X,42.66,Medium,76.7,3076.28,554.81,Yes,Van,Rainy,Average,No
R4207,Warehouse_D,City_W,253.05,Medium,95.41,578.35,313.79,Yes,Bike,Rainy,Good,Yes
R4208,Warehouse_B,City_Z,345.04,High,98.58,2824.04,698.27,Yes,Truck,Clear,Good,No
R4209,Warehouse_D,City_X,396.99,High,43.35,414.62,30.33,Yes,Bike,Rainy,Average,Yes
R4210,Warehouse_B,City_W,293.59,Low,95.14,2747.03,87.89,Yes,EV,Snowy,Average,Yes
R4211,Warehouse_C,City_Z,454.91,Low,5.47,2785.84,449.58,Yes,Van,Clear,Average,No
R4212,Warehouse_D,City_Z,471.29,High,75.1,4378.47,959.44,Yes,Bike,Rainy,Good,Yes
R4213,Warehouse_C,City_Z,36.84,Low,64.99,3639.03,894.13,No,EV,Snowy,Average,No
R4214,Warehouse_A,City_Y,204.17,High,26.45,1285.28,994.19,No,Van,Clear,Good,Yes
R4215,Warehouse_C,City_X,16.61,Low,51.72,4447.71,434.33,Yes,Van,Clear,Poor,No
R4216,Warehouse_C,City_Z,168.06,Low,14.7,2887.55,75.17,Yes,Truck,Snowy,Poor,No
R4217,Warehouse_B,City_Y,270.75,Low,87.42,3051.58,326.78,Yes,EV,Snowy,Average,Yes
R4218,Warehouse_C,City_W,455.84,Low,37.07,886.46,685.5,Yes,Bike,Clear,Good,Yes
R4219,Warehouse_D,City_Z,424.04,Low,63.35,4295.98,161.11,No,EV,Snowy,Poor,No
R4220,Warehouse_B,City_Y,68.11,Medium,17.56,4658.28,320.97,Yes,Van,Clear,Good,No
R4221,Warehouse_A,City_Z,51.05,Medium,22.2,3886.2,84.48,Yes,Truck,Clear,Good,No
R4222,Warehouse_D,City_X,296.69,High,99.21,4706.72,490.72,Yes,Bike,Clear,Poor,No
R4223,Warehouse_A,City_X,268.4,Medium,75.8,1546.38,232.65,Yes,Truck,Clear,Average,Yes
R4224,Warehouse_C,City_W,136.86,Medium,96.27,4312.54,118.51,Yes,Truck,Rainy,Average,No
R4225,Warehouse_D,City_Z,450.23,Medium,30.99,2470.02,428.88,Yes,EV,Snowy,Poor,Yes
R4226,Warehouse_D,City_Y,464.05,Medium,18.13,861.39,370.69,Yes,Van,Rainy,Good,Yes
R4227,Warehouse_A,City_W,204.29,Medium,51.3,3360.56,551.39,No,Van,Rainy,Average,Yes
R4228,Warehouse_D,City_Z,445.7,Low,50.48,3436.4,756.57,Yes,Bike,Rainy,Good,No
R4229,Warehouse_D,City_W,195.05,Low,19.14,1470.28,139.19,Yes,Truck,Rainy,Poor,Yes
R4230,Warehouse_D,City_Y,369.72,Low,73.86,186.09,797.39,Yes,Truck,Clear,Average,No
R4231,Warehouse_C,City_W,240.59,Low,37.45,1039.24,55.5,Yes,Truck,Clear,Average,No
R4232,Warehouse_A,City_W,65.68,Medium,20.26,2028.9,459.81,Yes,EV,Clear,Average,No
R4233,Warehouse_D,City_W,464.33,Low,34.53,879.44,599.81,Yes,Van,Foggy,Poor,Yes
R4234,Warehouse_B,City_Z,229.78,High,57.24,1010.45,958.29,Yes,Truck,Clear,Poor,Yes
R4235,Warehouse_B,City_Y,368.57,High,73.19,1987.38,586.71,Yes,Truck,Rainy,Poor,Yes
R4236,Warehouse_B,City_X,186.75,High,49.23,4810.84,183.99,Yes,Van,Foggy,Good,No
R4237,Warehouse_B,City_Z,14.35,High,53.51,3833.01,532.02,Yes,Bike,Foggy,Good,Yes
R4238,Warehouse_C,City_X,54.76,Low,15.62,1632.75,413.91,Yes,EV,Foggy,Good,No
R4239,Warehouse_D,City_X,250.63,Medium,91.64,4760.44,494.97,Yes,EV,Clear,Average,Yes
R4240,Warehouse_A,City_Z,346.53,Low,93.01,3245.95,221.18,Yes,EV,Rainy,Average,No
R4241,Warehouse_D,City_Z,170.69,High,68.98,2304.48,515.8,Yes,Van,Clear,Average,Yes
R4242,Warehouse_C,City_Y,349.27,High,3.73,2368.09,175.54,Yes,EV,Snowy,Poor,No
R4243,Warehouse_B,City_Y,350.82,High,54.63,2083.19,751.72,Yes,Truck,Foggy,Poor,Yes
R4244,Warehouse_C,City_W,353.45,Medium,63.66,1203.31,606.09,Yes,EV,Snowy,Average,Yes
R4245,Warehouse_D,City_X,248.8,Medium,99.48,1963.83,106.17,No,Van,Foggy,Poor,No
R4246,Warehouse_A,City_Y,457.87,Low,99.61,2663.09,892.93,Yes,EV,Foggy,Good,Yes
R4247,Warehouse_C,City_W,247.15,Low,86.05,2663.74,627.89,Yes,Bike,Snowy,Good,No
R4248,Warehouse_A,City_Y,227.88,Medium,8.26,3820.6,336.62,Yes,Bike,Snowy,Poor,Yes
R4249,Warehouse_C,City_Z,103.69,Medium,95.42,1826.05,74.27,No,Van,Clear,Good,Yes
R4250,Warehouse_A,City_Y,157.29,High,62.04,3598.15,643.26,No,Van,Snowy,Good,Yes
R4251,Warehouse_A,City_X,25.96,Low,80.49,2911.55,392.24,Yes,Bike,Snowy,Good,No
R4252,Warehouse_B,City_Y,318.6,High,41.9,4811.13,910.39,No,EV,Rainy,Average,No
R4253,Warehouse_A,City_X,128.03,Medium,33.33,1957.16,63.83,Yes,Truck,Snowy,Poor,Yes
R4254,Warehouse_B,City_Z,155.56,High,47.4,4511.02,67.93,Yes,Van,Clear,Poor,Yes
R4255,Warehouse_D,City_X,386.55,High,16.39,4112.18,950.82,Yes,Bike,Foggy,Average,No
R4256,Warehouse_D,City_Y,166.97,High,36.99,3206.44,965.93,Yes,EV,Foggy,Good,No
R4257,Warehouse_B,City_W,124.89,Low,86.05,3289.85,56.91,Yes,Van,Rainy,Average,No
R4258,Warehouse_B,City_Z,88.68,High,5.72,469.02,724.55,Yes,EV,Clear,Good,No
R4259,Warehouse_C,City_Y,388.55,Low,16.79,4753.61,244.85,Yes,Truck,Foggy,Average,Yes
R4260,Warehouse_C,City_Z,69.2,Low,14.26,579.33,710.35,Yes,Van,Rainy,Good,No
R4261,Warehouse_C,City_Z,229.61,Medium,41.5,2838.0,872.67,Yes,Truck,Foggy,Average,No
R4262,Warehouse_D,City_Y,255.93,High,99.7,1683.85,127.81,Yes,Truck,Clear,Average,Yes
R4263,Warehouse_C,City_Y,345.26,Medium,18.99,2177.77,261.6,Yes,Truck,Snowy,Good,No
R4264,Warehouse_A,City_W,318.48,High,16.26,3070.41,53.36,Yes,Bike,Rainy,Good,No
R4265,Warehouse_A,City_Z,406.31,Medium,91.68,4548.81,72.51,Yes,Truck,Snowy,Poor,No
R4266,Warehouse_C,City_Z,27.15,Low,88.44,2314.96,58.73,Yes,Truck,Clear,Poor,Yes
R4267,Warehouse_A,City_Y,151.74,High,5.16,4939.26,806.66,Yes,EV,Clear,Average,Yes
R4268,Warehouse_D,City_X,143.67,Low,75.67,2984.42,319.34,Yes,Bike,Foggy,Average,Yes
R4269,Warehouse_A,City_Y,77.28,High,66.24,844.74,508.42,No,Bike,Foggy,Poor,Yes
R4270,Warehouse_D,City_Z,148.14,Low,77.24,990.55,794.21,Yes,Bike,Rainy,Poor,No
R4271,Warehouse_B,City_Y,158.33,Medium,50.46,3594.75,510.1,Yes,Bike,Foggy,Good,Yes
R4272,Warehouse_B,City_W,263.33,Medium,99.16,299.47,446.32,Yes,Truck,Foggy,Poor,No
R4273,Warehouse_B,City_X,333.53,Low,6.3,2427.69,41.23,No,EV,Clear,Average,Yes
R4274,Warehouse_B,City_Y,193.64,Low,24.97,783.68,581.0,Yes,Truck,Clear,Poor,Yes
R4275,Warehouse_A,City_W,361.14,Low,40.86,2194.43,151.0,Yes,Truck,Rainy,Poor,Yes
R4276,Warehouse_C,City_Z,171.4,Low,46.08,3762.09,771.71,Yes,Bike,Snowy,Poor,Yes
R4277,Warehouse_A,City_Y,148.69,Low,92.29,2321.12,280.01,Yes,Bike,Rainy,Poor,Yes
R4278,Warehouse_D,City_Z,272.89,Medium,56.88,859.08,683.96,Yes,Van,Clear,Average,No
R4279,Warehouse_A,City_W,16.74,Medium,6.42,1297.03,656.84,Yes,EV,Clear,Poor,No
R4280,Warehouse_A,City_Z,44.5,Medium,41.97,1869.32,628.18,Yes,Bike,Rainy,Poor,Yes
R4281,Warehouse_D,City_W,211.89,High,42.82,394.33,288.94,Yes,Bike,Rainy,Average,Yes
R4282,Warehouse_B,City_W,471.74,Medium,96.62,2942.47,289.08,Yes,Truck,Snowy,Poor,No
R4283,Warehouse_B,City_W,362.15,Medium,60.72,3057.29,867.16,Yes,Truck,Clear,Average,No
R4284,Warehouse_B,City_Y,48.62,Medium,64.29,357.65,42.42,Yes,Truck,Foggy,Poor,Yes
R4285,Warehouse_C,City_Z,423.93,Medium,71.9,2041.44,206.08,No,Bike,Clear,Poor,Yes
R4286,Warehouse_D,City_Z,367.49,Medium,77.46,2099.3,621.87,Yes,EV,Foggy,Poor,Yes
R4287,Warehouse_D,City_X,307.42,Low,64.24,1702.41,822.53,Yes,Bike,Foggy,Good,Yes
R4288,Warehouse_A,City_X,411.05,High,25.25,2810.81,377.6,Yes,Bike,Foggy,Poor,Yes
R4289,Warehouse_C,City_X,205.03,Medium,87.66,1762.49,663.84,Yes,EV,Snowy,Average,Yes
R4290,Warehouse_B,City_X,114.64,Low,73.75,2111.23,570.44,Yes,Bike,Rainy,Good,No
R4291,Warehouse_C,City_Z,258.45,Medium,74.7,3997.74,92.6,No,Bike,Foggy,Poor,Yes
R4292,Warehouse_D,City_W,276.68,Low,99.66,852.44,633.1,Yes,EV,Rainy,Average,No
R4293,Warehouse_D,City_W,271.47,Low,80.65,3114.62,819.49,Yes,Bike,Foggy,Poor,Yes
R4294,Warehouse_A,City_Y,284.71,Low,83.26,2552.69,992.67,Yes,Van,Snowy,Average,No
R4295,Warehouse_A,City_W,474.61,Medium,95.24,1560.1,58.75,Yes,Van,Foggy,Poor,No
R4296,Warehouse_D,City_Z,451.61,Medium,16.81,3651.3,670.26,No,Truck,Rainy,Average,No
R4297,Warehouse_B,City_Z,438.48,High,50.78,2778.38,432.11,Yes,Bike,Snowy,Average,No
R4298,Warehouse_B,City_Z,401.7,Low,58.9,2412.94,39.49,Yes,EV,Rainy,Good,No
R4299,Warehouse_C,City_Y,472.0,Medium,34.27,3354.96,625.93,Yes,EV,Rainy,Good,Yes
R4300,Warehouse_D,City_X,53.75,Medium,84.26,4021.34,148.75,Yes,Van,Rainy,Average,Yes
R4301,Warehouse_D,City_W,136.24,Low,76.72,4864.71,397.21,No,Truck,Foggy,Average,No
R4302,Warehouse_B,City_Z,250.05,Medium,72.65,3165.28,283.53,Yes,Bike,Snowy,Good,No
R4303,Warehouse_B,City_Z,424.03,Low,99.72,4378.48,380.33,Yes,EV,Snowy,Average,Yes
R4304,Warehouse_D,City_X,255.06,Low,27.42,55.4,507.91,No,EV,Snowy,Poor,No
R4305,Warehouse_A,City_Z,375.28,Medium,74.07,2674.67,378.43,No,Bike,Clear,Poor,Yes
R4306,Warehouse_D,City_W,73.79,Medium,56.04,1112.51,566.15,Yes,Truck,Clear,Average,Yes
R4307,Warehouse_D,City_Y,129.94,Low,32.67,516.25,261.49,Yes,Van,Snowy,Average,No
R4308,Warehouse_B,City_Z,367.23,Low,17.74,2683.26,646.3,Yes,Bike,Foggy,Good,Yes
R4309,Warehouse_B,City_W,86.54,Low,89.8,3746.79,858.15,Yes,Bike,Clear,Good,Yes
R4310,Warehouse_A,City_Z,178.92,Low,60.35,2090.75,247.35,Yes,Bike,Foggy,Average,Yes
R4311,Warehouse_A,City_X,136.11,Low,82.84,3367.03,522.64,Yes,Van,Foggy,Poor,No
R4312,Warehouse_C,City_Z,178.18,Low,55.44,2474.11,659.23,Yes,EV,Clear,Good,No
R4313,Warehouse_D,City_Z,355.62,Medium,23.56,2213.58,577.69,Yes,Bike,Rainy,Poor,Yes
R4314,Warehouse_B,City_Y,187.08,Medium,35.08,1486.77,384.68,Yes,Bike,Rainy,Poor,Yes
R4315,Warehouse_A,City_X,279.86,Medium,39.39,1943.84,652.93,Yes,Bike,Rainy,Poor,Yes
R4316,Warehouse_C,City_X,54.47,Medium,97.35,1781.49,57.4,Yes,Bike,Clear,Poor,No
R4317,Warehouse_C,City_Y,403.48,Low,2.55,3248.63,388.81,Yes,Truck,Foggy,Good,No
R4318,Warehouse_B,City_Z,188.09,Low,98.6,624.29,546.63,Yes,Truck,Clear,Average,Yes
R4319,Warehouse_B,City_W,326.02,High,98.09,508.55,49.99,Yes,Truck,Snowy,Average,No
R4320,Warehouse_C,City_X,364.07,Low,99.62,3317.06,522.42,Yes,EV,Foggy,Good,No
R4321,Warehouse_A,City_X,108.78,Low,48.71,2754.18,664.63,Yes,Bike,Clear,Poor,Yes
R4322,Warehouse_C,City_Z,442.91,Low,96.45,2179.49,766.43,Yes,Bike,Foggy,Average,Yes
R4323,Warehouse_D,City_Z,310.03,Medium,40.77,804.59,139.97,Yes,Bike,Clear,Average,Yes
R4324,Warehouse_D,City_X,217.22,Medium,4.58,2084.58,990.85,Yes,Bike,Snowy,Average,Yes
R4325,Warehouse_B,City_Z,95.26,High,23.99,3959.17,617.98,Yes,Van,Snowy,Poor,Yes
R4326,Warehouse_A,City_W,471.44,High,94.64,4453.63,382.3,Yes,Van,Snowy,Average,Yes
R4327,Warehouse_A,City_X,378.76,Medium,3.35,3527.75,271.62,No,Van,Rainy,Good,Yes
R4328,Warehouse_D,City_W,107.97,Low,55.51,346.57,585.71,Yes,Bike,Snowy,Average,Yes
R4329,Warehouse_C,City_W,172.17,Low,9.41,3368.53,885.26,No,Van,Rainy,Average,No
R4330,Warehouse_B,City_Z,405.79,Low,30.07,1242.88,534.95,Yes,Van,Foggy,Good,No
R4331,Warehouse_C,City_W,349.36,Low,10.63,1610.49,671.63,No,EV,Foggy,Poor,No
R4332,Warehouse_C,City_Z,384.06,Low,86.23,1019.57,376.97,Yes,EV,Foggy,Average,No
R4333,Warehouse_C,City_Y,223.39,Low,59.92,3889.99,406.51,Yes,Van,Clear,Poor,No
R4334,Warehouse_A,City_Z,359.66,Low,90.41,3260.58,307.59,Yes,Van,Clear,Poor,Yes
R4335,Warehouse_D,City_W,196.31,Low,69.46,3078.58,714.47,Yes,EV,Rainy,Poor,Yes
R4336,Warehouse_A,City_Y,109.58,High,97.16,3356.46,378.41,Yes,Van,Rainy,Average,Yes
R4337,Warehouse_D,City_Z,318.18,Medium,51.97,1222.02,214.99,Yes,Bike,Rainy,Average,Yes
R4338,Warehouse_B,City_W,488.13,High,64.59,2250.99,388.32,No,Van,Clear,Good,No
R4339,Warehouse_B,City_X,158.75,Low,58.48,3184.61,858.21,Yes,Bike,Clear,Poor,Yes
R4340,Warehouse_C,City_X,233.18,Medium,49.46,3201.14,746.1,No,Van,Foggy,Good,No
R4341,Warehouse_D,City_Z,338.63,Low,84.9,3969.67,354.6,Yes,Truck,Snowy,Average,Yes
R4342,Warehouse_D,City_Z,273.05,Low,65.16,1471.16,909.6,Yes,Van,Snowy,Average,Yes
R4343,Warehouse_D,City_X,422.5,Low,80.53,3863.16,102.59,Yes,Truck,Clear,Good,No
R4344,Warehouse_C,City_W,382.06,High,79.06,2228.91,78.26,Yes,Van,Snowy,Good,Yes
R4345,Warehouse_C,City_W,33.86,High,20.72,3367.35,153.65,Yes,Van,Foggy,Poor,Yes
R4346,Warehouse_B,City_W,499.22,Low,65.72,2305.81,142.96,Yes,Bike,Snowy,Average,Yes
R4347,Warehouse_A,City_Z,377.44,Low,21.57,4745.62,115.2,Yes,EV,Rainy,Poor,Yes
R4348,Warehouse_D,City_Y,432.63,Medium,59.17,937.55,671.5,Yes,EV,Foggy,Poor,No
R4349,Warehouse_D,City_Y,327.34,Low,68.39,3391.28,612.82,Yes,Bike,Clear,Average,No
R4350,Warehouse_A,City_Y,428.86,Low,99.73,2903.85,658.18,Yes,EV,Rainy,Average,Yes
R4351,Warehouse_D,City_Y,60.63,Low,4.99,905.02,697.72,Yes,Truck,Clear,Poor,No
R4352,Warehouse_C,City_Y,177.13,Medium,10.94,376.73,764.17,Yes,Truck,Clear,Good,No
R4353,Warehouse_C,City_Z,438.83,Low,9.55,4005.76,230.96,Yes,Van,Rainy,Average,Yes
R4354,Warehouse_D,City_Z,104.82,Low,41.04,829.38,633.63,Yes,Truck,Foggy,Poor,Yes
R4355,Warehouse_C,City_Y,43.73,Low,82.52,973.21,592.65,Yes,EV,Clear,Good,No
R4356,Warehouse_C,City_Z,395.12,Medium,84.72,4893.25,945.35,Yes,Truck,Rainy,Poor,No
R4357,Warehouse_D,City_Z,418.57,High,74.22,3600.44,255.4,Yes,Van,Rainy,Average,Yes
R4358,Warehouse_B,City_Y,85.51,Low,89.89,1289.91,86.96,No,Truck,Clear,Good,Yes
R4359,Warehouse_A,City_W,427.9,High,33.64,2975.2,663.89,Yes,EV,Clear,Good,Yes
R4360,Warehouse_C,City_Z,344.95,High,10.64,2693.85,747.97,Yes,Bike,Foggy,Good,Yes
R4361,Warehouse_B,City_W,262.44,High,7.7,4230.14,304.7,Yes,Van,Rainy,Average,Yes
R4362,Warehouse_C,City_Z,415.97,Medium,85.51,3660.14,583.72,Yes,Bike,Snowy,Average,No
R4363,Warehouse_C,City_Z,212.53,Medium,73.58,4167.02,87.75,Yes,Truck,Snowy,Poor,No
R4364,Warehouse_A,City_Y,101.03,High,70.46,1096.96,961.24,No,Van,Clear,Poor,No
R4365,Warehouse_C,City_Z,146.0,Low,35.29,3219.09,136.63,No,Van,Clear,Average,Yes
